song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
61,194000,0.0704,0.837,0.462,0.0165,8,0.24,-7.817,0.0331,102.048,0.761
7,283880,0.474,0.853,0.76,0.00113,6,0.108,-5.646,0.0832,109.998,0.901
38,319653,0.0157,0.648,0.828,4.85E-05,6,0.149,-2,0.0875,127.958,0.117
59,268453,0.0983,0.861,0.597,0,10,0.176,-7.221,0.162,107.016,0.694
12,168840,0.0269,0.414,0.687,8.88E-05,7,0.64,-6.284,0.172,119.73,0.531
76,208000,0.693,0.47,0.221,0,5,0.104,-9.243,0.0371,133.714,0.264
45,223426,0.491,0.67,0.738,8.12E-06,2,0.0416,-5.994,0.0706,110.272,0.897
58,262626,0.0127,0.422,0.577,0.000861,0,0.0848,-9.292,0.0263,122.506,0.615
16,205093,0.782,0.551,0.236,0.681,0,0.0695,-17.834,0.0285,101.015,0.116
72,215786,0.0729,0.659,0.712,3.04E-05,7,0.367,-5.61,0.0782,101.034,0.202
32,212969,0.000383,0.62,0.818,0.00542,9,0.0932,-5.315,0.0527,92.514,0.896
83,161013,0.0254,0.936,0.495,0,1,0.087,-6.062,0.229,139.951,0.299
61,253732,0.00194,0.618,0.732,0.0525,7,0.0811,-5.565,0.0395,135.076,0.788
64,201250,0.581,0.597,0.425,0,2,0.1,-5.513,0.0295,119.998,0.309
47,230373,0.0136,0.621,0.742,0.000178,4,0.258,-6.654,0.0351,155.002,0.442
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.594,0.178,109.979,0.699
26,190693,0.988,0.656,0.132,0.0567,2,0.0972,-14.057,0.044,100.794,0.469
31,164146,0.00417,0.782,0.832,0,11,0.0881,-3.036,0.0871,123.986,0.901
82,233748,0.0155,0.712,0.833,0,0,0.273,-4.101,0.0618,104.879,0.326
72,208106,0.348,0.591,0.718,0.000118,8,0.107,-6.025,0.0368,117.995,0.468
50,105494,0.202,0.729,0.448,0.867,0,0.0693,-7.868,0.0413,91.021,0.328
82,213600,0.0129,0.76,0.579,0.00351,0,0.106,-7.374,0.0569,100.01,0.125
47,210986,0.0116,0.724,0.576,1.33E-05,10,0.12,-6.71,0.0483,105.414,0.0608
7,205173,0.0104,0.514,0.806,0,0,0.0776,-2.4,0.032,87.04,0.442
86,220850,0.0112,0.578,0.694,0,5,0.102,-5.351,0.0706,129.921,0.268
38,209986,0.00122,0.675,0.854,0.00382,7,0.184,-4.498,0.122,132.975,0.962
30,202733,0.761,0.545,0.252,0,2,0.0703,-13.462,0.0272,99.156,0.349
57,159913,0.0865,0.617,0.783,0,0,0.164,-5.519,0.275,147.023,0.158
32,270706,0.331,0.596,0.554,0.0862,5,0.126,-7.176,0.0266,138.015,0.494
71,203769,0.00214,0.616,0.892,0.000186,4,0.227,-4.688,0.0462,129.991,0.235
14,198333,0.00107,0.527,0.834,0.000102,1,0.0993,-5.531,0.0447,110.065,0.422
62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,0.409,203.927,0.118
78,207856,0.25,0.654,0.547,0,10,0.0961,-6.598,0.127,173.981,0.507
45,157760,0.925,0.319,0.267,6.04E-05,3,0.546,-11.091,0.0308,113.249,0.259
33,220206,0.188,0.718,0.696,0,7,0.119,-4.977,0.0461,115.024,0.497
58,191813,0.863,0.524,0.382,0.00033,7,0.32,-11.024,0.029,91.955,0.466
17,174480,0.321,0.713,0.606,1.73E-06,5,0.108,-5.041,0.104,133.86,0.748
62,273437,0.852,0.563,0.31,2.58E-05,2,0.102,-9.484,0.0343,72.988,0.369
18,174315,0.0761,0.735,0.488,1.37E-06,7,0.197,-7.963,0.0636,95.028,0.133
66,199080,0.00701,0.578,0.866,0,1,0.257,-3.804,0.0619,128.038,0.619
60,218000,0.381,0.812,0.574,0,10,0.129,-8.405,0.392,144.03,0.38
24,198600,0.767,0.57,0.464,0,7,0.113,-5.916,0.0385,121.969,0.633
15,239880,0.891,0.554,0.226,0.0321,3,0.107,-11.323,0.0281,104.005,0.229
85,256063,0.0862,0.561,0.779,0,10,0.078,-5.107,0.0531,81.965,0.235
70,223640,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,0.0349,108.043,0.272
58,173867,0.383,0.666,0.426,1.56E-05,7,0.109,-9.228,0.147,159.963,0.587
60,215266,0.00345,0.6,0.869,0.441,0,0.311,-5.126,0.0302,117.064,0.56
4,263800,0.838,0.304,0.278,5.90E-06,4,0.0873,-9.437,0.0366,132.343,0.11
51,172533,0.385,0.812,0.256,0,7,0.0729,-15.114,0.0515,118.36,0.911
61,162947,0.207,0.682,0.962,0,10,0.164,-2.778,0.0725,95.057,0.962
62,245373,0.0115,0.566,0.883,0.00103,10,0.317,-7.117,0.0374,156.937,0.483
62,277906,0.106,0.812,0.625,8.03E-05,6,0.0765,-7.392,0.117,115.017,0.545
61,97265,0.793,0.492,0.336,0.91,0,0.104,-11.989,0.203,75.278,0.158
76,189093,0.0608,0.829,0.362,0,0,0.135,-11.546,0.231,122.912,0.369
14,237567,0.178,0.541,0.718,0,1,0.0956,-5.544,0.0295,146.037,0.541
8,237106,0.000148,0.499,0.938,0.0204,6,0.302,-3.806,0.0606,145.047,0.479
70,184226,0.375,0.655,0.782,0,1,0.317,-4.789,0.185,79.427,0.832
67,230666,0.00482,0.476,0.897,2.38E-05,9,0.152,-4.237,0.0627,152.497,0.667
51,447026,0.0196,0.841,0.578,0,4,0.137,-8.341,0.426,83.222,0.559
76,190311,0.119,0.85,0.405,0.000118,7,0.0707,-7.509,0.225,139.976,0.344
75,223080,0.0415,0.69,0.524,3.16E-06,6,0.17,-8.39,0.103,164.023,0.562
45,163805,0.443,0.602,0.653,0,4,0.325,-5.28,0.0383,107.23,0.734
51,205000,0.156,0.715,0.76,1.78E-05,5,0.625,-5.758,0.172,139.965,0.405
45,255400,0.0133,0.546,0.878,0,7,0.135,-5.137,0.0525,119.945,0.35
65,194400,0.0661,0.739,0.471,9.78E-05,8,0.116,-8.456,0.0436,90.002,0.31
35,218760,0.0155,0.225,0.96,2.18E-06,2,0.817,-5.41,0.202,160.961,0.492
73,193506,0.0285,0.624,0.91,0.000198,0,0.0789,-5.703,0.0297,104.042,0.767
23,292696,0.782,0.452,0.361,0.00141,8,0.195,-8.338,0.0324,105.617,0.214
69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,0.0851,150.024,0.742
69,184113,0.0302,0.695,0.844,0,4,0.201,-2.703,0.165,164.008,0.625
54,167191,0.0408,0.731,0.252,0.787,10,0.103,-7.704,0.0442,89.003,0.471
76,300106,0.128,0.574,0.629,0,2,0.271,-8.815,0.0363,153.119,0.786
61,186206,0.944,0.369,0.174,0.912,10,0.259,-18.425,0.0315,116.003,0.0811
66,255066,0.194,0.693,0.565,0.000175,9,0.0806,-12.583,0.0345,97.937,0.692
32,241026,0.697,0.615,0.335,0,7,0.122,-12.372,0.0251,90.956,0.441
40,214905,0.112,0.757,0.466,3.38E-06,0,0.106,-10.638,0.0512,120.056,0.171
64,174093,0.638,0.62,0.193,0.0136,0,0.107,-13.404,0.0439,129.979,0.155
56,266680,0.148,0.832,0.593,0,5,0.276,-6.014,0.0916,111.075,0.729
71,170813,0.00876,0.533,0.905,0.578,2,0.0698,-5.27,0.0754,108.9,0.486
69,138810,0.991,0.383,0.0444,0.956,10,0.112,-25.15,0.0536,69.647,0.162
70,208373,0.16,0.695,0.719,0,7,0.0998,-3.277,0.0287,104.847,0.756
98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,0.0394,123.07,0.486
43,575200,0.322,0.462,0.796,0.0038,2,0.0709,-8.308,0.0339,108.37,0.53
4,210946,0.0615,0.715,0.616,0,9,0.108,-5.468,0.0365,128.071,0.524
48,360000,0.813,0.56,0.104,0.869,0,0.0714,-23.131,0.0315,119.951,0.039
56,156973,0.493,0.701,0.519,0,1,0.0845,-9.689,0.43,103.9,0.645
44,251600,0.00014,0.397,0.696,0.145,7,0.55,-10.143,0.0309,179.228,0.521
37,196911,0.322,0.947,0.749,0,0,0.173,-4.067,0.162,127.999,0.783
59,234680,0.0783,0.531,0.805,0.0926,2,0.116,-7.127,0.0433,129.107,0.349
85,201253,0.0882,0.694,0.852,0,7,0.334,-5.34,0.257,107.178,0.377
72,198087,0.00294,0.956,0.544,0,1,0.104,-6.41,0.0822,104.011,0.127
50,181672,0.00179,0.652,0.855,0,2,0.0404,-4.832,0.0441,134.009,0.279
91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0.219,98.056,0.543
70,193653,0.0004,0.453,0.942,2.65E-06,10,0.667,-4.256,0.0466,143.85,0.457
50,182466,0.0662,0.622,0.782,0,3,0.241,-4.889,0.0352,119.575,0.684
65,182826,0.0829,0.693,0.893,0,2,0.0921,-0.257,0.15,171.971,0.515
53,177462,0.00282,0.197,0.278,0.938,2,0.0999,-18.64,0.052,73.71,0.0338
64,181453,0.0123,0.722,0.482,0,2,0.112,-11.249,0.325,81.735,0.0842
28,294640,0.00264,0.695,0.919,4.10E-05,0,0.062,-3.769,0.0381,119.002,0.717
72,218763,0.282,0.651,0.568,0,5,0.0862,-6.774,0.0275,93.006,0.805
66,195866,0.679,0.497,0.552,0.0314,9,0.089,-7.102,0.0307,124.359,0.633
16,197520,0.0652,0.594,0.772,0.00104,8,0.0838,-5.039,0.266,97.112,0.673
76,323746,0.00959,0.658,0.591,5.27E-06,9,0.325,-5.197,0.0309,114.078,0.326
55,189173,0.0658,0.678,0.729,0,8,0.303,-4.188,0.137,99.895,0.643
25,235920,0.0982,0.554,0.61,0.0812,0,0.561,-7.229,0.0804,80.948,0.497
62,267603,0.115,0.509,0.744,1.33E-05,8,0.135,-4.936,0.074,152.262,0.415
56,194594,0.193,0.687,0.774,1.28E-06,5,0.102,-3.851,0.0448,148.05,0.763
72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,0.0591,111.548,0.925
36,190973,0.000181,0.531,0.857,0.247,5,0.353,-7.16,0.0393,130.015,0.682
20,213600,0.993,0.449,0.0636,0.918,9,0.0823,-25.857,0.0517,76.735,0.308
47,214614,0.129,0.687,0.754,0,7,0.0758,-6.118,0.265,160.055,0.711
16,221147,0.000337,0.685,0.903,0.834,6,0.287,-5.745,0.0495,139.957,0.543
10,216706,0.0298,0.759,0.891,0,11,0.141,-2.983,0.257,98.579,0.587
70,259386,0.00971,0.693,0.875,0,7,0.0601,-8.354,0.0315,120.048,0.901
73,236160,0.107,0.454,0.791,2.10E-06,2,0.108,-6.013,0.335,127.638,0.791
59,234000,0.905,0.166,0.171,0.966,5,0.13,-27.129,0.0355,70.005,0.0377
73,205933,0.172,0.731,0.804,0.00028,11,0.0685,-7.621,0.0473,107.383,0.957
66,162093,0.743,0.321,0.474,0,5,0.204,-9.383,0.0348,121.199,0.804
11,223800,0.222,0.736,0.439,0.218,3,0.31,-11.845,0.0396,80.493,0.432
59,245681,0.22,0.721,0.489,0,6,0.0196,-10.827,0.396,123.755,0.474
48,220920,0.234,0.778,0.636,0.0406,7,0.345,-9.484,0.172,107.991,0.312
72,188737,0.0248,0.637,0.778,0,5,0.228,-3.642,0.0706,103.093,0.286
45,213880,0.196,0.56,0.761,0,8,0.0896,-6.407,0.072,85.483,0.686
35,213173,0.0349,0.65,0.967,0.19,9,0.779,-5.674,0.13,127.995,0.319
76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0.245,99.935,0.495
70,207692,0.273,0.793,0.777,0,4,0.144,-5.636,0.197,103.956,0.528
97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,0.222,155.008,0.446
25,201000,0.618,0.515,0.378,0,5,0.172,-8.264,0.065,91.883,0.536
46,184388,0.00722,0.79,0.913,0,9,0.129,-5.678,0.0876,134.018,0.912
67,265053,0.0146,0.511,0.937,0,2,0.304,-5.116,0.115,163.141,0.484
51,246360,0.0123,0.636,0.689,0,4,0.175,-7.14,0.22,76.311,0.475
60,275986,0.114,0.677,0.509,0.0134,5,0.0659,-7.472,0.0252,93.042,0.525
11,117666,0.246,0.622,0.645,0.000116,4,0.0894,-11.847,0.0567,175.84,0.863
82,204878,0.00175,0.666,0.728,4.26E-06,7,0.0429,-5.808,0.0419,122.996,0.51
59,245681,0.22,0.721,0.489,0,6,0.0196,-10.827,0.396,123.755,0.474
8,237106,0.000148,0.499,0.938,0.0204,6,0.302,-3.806,0.0606,145.047,0.479
65,174705,0.0215,0.839,0.922,0.00936,0,0.0548,-3.166,0.0568,122.986,0.328
23,216506,0.689,0.538,0.408,3.48E-06,2,0.0835,-10.788,0.0554,99.924,0.6
42,207307,0.613,0.554,0.589,0.000257,3,0.0982,-8.163,0.231,74.982,0.414
83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,0.027,147.125,0.609
74,179410,0.17,0.664,0.617,0,5,0.219,-4.668,0.0395,98.986,0.275
97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,0.222,155.008,0.446
75,264503,0.394,0.424,0.446,3.78E-06,5,0.16,-9.618,0.0525,165.158,0.794
29,175805,0.408,0.82,0.692,0,3,0.0929,-6.164,0.11,105.131,0.739
53,140706,0.707,0.504,0.286,2.55E-06,5,0.112,-14.197,0.0466,97.916,0.593
72,225983,0.034,0.818,0.803,0,1,0.153,-4.282,0.0797,106.97,0.632
0,202732,0.0881,0.748,0.955,0.00326,11,0.176,-3.885,0.147,127.007,0.891
39,238222,0.00451,0.549,0.793,1.28E-05,4,0.118,-2.905,0.0389,134.971,0.0681
71,228640,0.0112,0.523,0.865,0,7,0.153,-4.697,0.0989,135.115,0.325
83,148459,0.000837,0.611,0.602,0,5,0.112,-4.89,0.0437,168.154,0.624
0,153191,0.226,0.871,0.648,0,11,0.118,-5.886,0.3,94.023,0.409
34,265146,0.103,0.428,0.867,0,7,0.302,-3.281,0.315,101.319,0.714
65,252933,0.00324,0.609,0.937,0.000294,6,0.129,-2.912,0.0495,95.961,0.493
34,278386,0.00286,0.787,0.902,0.000325,2,0.0792,-6.562,0.271,87.218,0.77
60,175449,0.0947,0.752,0.613,0.000357,9,0.0955,-8.1,0.0283,93.027,0.543
68,172360,0.0382,0.633,0.854,2.83E-05,0,0.434,-4.046,0.0432,126.026,0.659
74,281066,0.763,0.451,0.34,2.49E-06,7,0.135,-7.466,0.031,110.502,0.221
60,270866,0.0994,0.509,0.689,7.31E-05,1,0.0986,-5.034,0.245,94.564,0.695
59,185013,0.0247,0.631,0.67,0,8,0.128,-6.958,0.153,213.99,0.884
48,116486,0.996,0.405,0.00876,0.909,6,0.0941,-36.729,0.0404,76.821,0.501
42,162324,0.0628,0.634,0.732,3.36E-06,1,0.0494,-4.304,0.188,131.89,0.948
73,155939,0.00759,0.75,0.651,0,1,0.521,-4.655,0.121,120.055,0.928
55,179467,0.00446,0.731,0.95,3.64E-05,2,0.362,-2.705,0.0516,135.081,0.249
98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,0.0394,123.07,0.486
69,148200,0.811,0.412,0.241,0.392,3,0.114,-13.477,0.0295,100.979,0.374
71,220893,0.403,0.766,0.772,0.0584,0,0.183,-9.362,0.0353,128.166,0.92
37,170186,0.893,0.322,0.36,2.92E-06,1,0.0918,-8.429,0.0273,97.63,0.378
41,189493,0.0998,0.694,0.63,0.000635,7,0.12,-6.84,0.162,90.045,0.341
43,227864,0.222,0.753,0.406,0,9,0.279,-8.676,0.0376,104.944,0.759
50,203920,0.448,0.689,0.37,0.827,5,0.108,-11.018,0.0391,93.996,0.741
7,206733,0.0155,0.75,0.796,0.0115,0,0.106,-5.952,0.116,157.545,0.96
12,201066,0.365,0.546,0.254,0.000862,11,0.262,-10.545,0.0279,63.978,0.59
54,226226,0.00358,0.736,0.823,0.000914,8,0.33,-4.231,0.0675,124.954,0.442
35,177266,0.605,0.657,0.808,2.68E-05,0,0.291,-8.564,0.0445,89.918,0.926
79,248466,0.64,0.545,0.33,7.00E-06,1,0.22,-11.719,0.164,103.553,0.399
95,189466,0.216,0.448,0.612,0,2,0.08,-6.106,0.0708,97.773,0.213
68,229840,0.000108,0.552,0.988,0.309,1,0.846,-2.555,0.0787,139.941,0.619
64,170986,0.124,0.716,0.901,0.06,1,0.269,-6.104,0.0653,120.996,0.437
42,182247,0.438,0.76,0.764,0,9,0.0814,-4.487,0.064,89.967,0.429
17,164905,0.0987,0.621,0.6,0,10,0.111,-7.055,0.542,139.872,0.517
75,199300,0.107,0.843,0.58,1.84E-05,2,0.0645,-4.271,0.0591,98.023,0.638
63,206727,0.501,0.432,0.85,6.59E-06,10,0.203,-4.417,0.0771,82.607,0.109
61,217226,0.418,0.522,0.434,0,4,0.109,-7.977,0.0321,127.477,0.172
77,226706,0.42,0.489,0.483,0.0028,9,0.236,-9.466,0.0275,136.822,0.333
71,211092,0.161,0.722,0.705,1.63E-06,5,0.113,-5.821,0.0505,124.016,0.533
57,195483,0.0157,0.74,0.734,5.46E-05,11,0.0757,-6.309,0.0455,124.096,0.49
60,185985,0.223,0.812,0.46,0.000236,1,0.142,-6.622,0.103,99.959,0.602
48,228635,0.646,0.744,0.828,8.40E-05,8,0.0548,-6.496,0.0491,92.783,0.96
55,236826,0.049,0.698,0.838,0.758,4,0.0892,-5.371,0.0499,128.004,0.289
40,211026,0.206,0.833,0.605,0,4,0.156,-5.042,0.0414,96.032,0.479
66,163400,0.000385,0.903,0.647,6.29E-05,1,0.111,-9.612,0.0998,142.963,0.817
100,214289,0.191,0.687,0.792,0,5,0.167,-2.749,0.0452,100.015,0.671
63,128250,0.996,0.423,0.00107,0.968,3,0.112,-35.389,0.0626,62.528,0.634
45,71053,0.741,0.457,0.0183,0.814,4,0.107,-17.262,0.31,175.361,0.91
87,179693,0.352,0.746,0.703,0,4,0.331,-4.179,0.107,166.043,0.667
32,188906,0.0208,0.576,0.88,8.99E-05,8,0.334,-2.01,0.126,87.969,0.514
70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,0.139,181.995,0.315
61,174626,0.35,0.764,0.646,0,9,0.0823,-9.349,0.0305,116.115,0.886
81,199893,0.000504,0.581,0.887,0.00111,4,0.268,-3.659,0.0624,90.578,0.724
42,232361,0.624,0.632,0.574,0.0992,7,0.133,-13.135,0.0354,88.029,0.669
56,273440,0.0172,0.559,0.759,0.00558,10,0.158,-5.866,0.0394,128.001,0.145
44,260053,0.204,0.57,0.74,1.62E-05,9,0.07,-7.61,0.0552,110.302,0.605
30,140173,0.721,0.686,0.187,0,8,0.12,-12.062,0.0391,89.616,0.772
48,222853,0.0391,0.709,0.762,0.000147,9,0.0709,-8.167,0.196,98.019,0.754
67,184555,0.0793,0.785,0.865,0.00103,8,0.0469,-4.064,0.0307,122.017,0.673
84,239600,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0.0292,127.975,0.965
86,219682,0.174,0.649,0.895,1.95E-06,0,0.095,-1.358,0.0394,174.074,0.664
77,163954,0.0038,0.901,0.65,0,2,0.111,-4.137,0.0981,100.298,0.295
55,175893,0.377,0.601,0.636,0,5,0.148,-7.447,0.0322,130.594,0.864
47,234053,0.753,0.378,0.409,0.000528,2,0.234,-11.468,0.0337,100.087,0.184
0,260649,0.00361,0.834,0.824,0.497,11,0.0666,-3.516,0.0585,139.967,0.894
42,184642,0.00235,0.614,0.88,0.016,1,0.479,-5.408,0.0419,99.997,0.565
56,225626,0.196,0.825,0.274,0.000778,2,0.0581,-17.42,0.033,127.299,0.775
45,272706,0.0284,0.815,0.851,0,1,0.343,-3.667,0.178,99.915,0.674
66,114458,0.687,0.812,0.225,0.615,5,0.078,-12.284,0.334,83.985,0.672
78,211066,0.202,0.759,0.699,0.000131,0,0.443,-5.745,0.0307,92.96,0.907
34,205306,1.75E-05,0.354,0.864,0.000475,2,0.126,-6.228,0.0371,157.499,0.666
29,185013,0.00173,0.872,0.594,5.45E-05,1,0.0398,-5.473,0.0373,103.991,0.711
26,235680,0.533,0.595,0.508,0,7,0.728,-8.109,0.0397,113.623,0.66
64,363924,0.00173,0.789,0.658,0.669,4,0.0782,-7.752,0.0468,125.998,0.33
52,167687,0.786,0.644,0.318,0.935,7,0.128,-14.637,0.0973,89.31,0.297
58,265160,0.18,0.489,0.829,0,9,0.538,-8.069,0.478,139.58,0.694
72,244813,0.0746,0.559,0.928,5.56E-05,5,0.696,-3.04,0.0355,96.315,0.599
61,186613,0.0192,0.598,0.489,0,5,0.151,-9.307,0.0522,89.983,0.145
51,261399,0.0979,0.728,0.656,0,11,0.116,-5.493,0.413,95.291,0.923
44,75226,0.00485,0.69,0.682,0.795,3,0.0569,-7.281,0.0393,88.031,0.869
87,217118,0.214,0.717,0.605,0,11,0.138,-5.68,0.075,81.047,0.387
22,201000,0.0512,0.862,0.401,0.00607,4,0.18,-12.088,0.0374,109.142,0.8
23,246146,0.881,0.488,0.379,1.18E-05,8,0.252,-9.476,0.0335,91.032,0.576
74,202772,0.00427,0.774,0.792,1.15E-06,9,0.283,-4.019,0.224,98.1,0.505
71,193653,0.00417,0.356,0.872,0.00975,2,0.0997,-7.837,0.068,166.3,0.607
53,217013,0.585,0.542,0.537,0,0,0.107,-7.787,0.364,180.392,0.679
34,220434,0.0748,0.954,0.639,0.00255,10,0.137,-6.109,0.147,114.992,0.838
48,283226,0.136,0.804,0.61,0,1,0.366,-8.433,0.428,96.904,0.597
11,197800,0.0943,0.514,0.884,1.52E-06,7,0.0654,-3.765,0.151,158.262,0.898
31,165120,0.000418,0.463,0.836,7.38E-06,2,0.25,-2.776,0.0381,141.955,0.713
43,226285,0.611,0.725,0.486,0,3,0.0802,-9.558,0.122,104.831,0.505
60,210208,0.226,0.588,0.391,0,9,0.0636,-9.815,0.152,134.081,0.235
90,180897,0.268,0.738,0.629,0.00114,6,0.163,-4.882,0.0495,146.067,0.319
52,187768,0.532,0.612,0.666,0,3,0.13,-8.543,0.348,77.936,0.539
41,172460,0.733,0.591,0.472,0,10,0.0987,-4.906,0.0261,114.097,0.627
72,243180,0.492,0.678,0.659,0,1,0.106,-4.694,0.312,173.988,0.675
52,219428,0.421,0.815,0.876,0,7,0.0728,-2.891,0.207,104.981,0.898
15,283735,0.00105,0.455,0.805,0.603,11,0.101,-7.272,0.127,162.889,0.24
84,145506,0.125,0.925,0.308,0,11,0.0933,-6.562,0.338,122.099,0.265
71,179423,0.71,0.646,0.648,0.00316,3,0.108,-8.602,0.0372,75.004,0.466
81,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0.0953,92.909,0.59
73,235720,0.0348,0.823,0.63,6.72E-06,7,0.0964,-3.932,0.0797,100.04,0.184
30,144826,0.764,0.506,0.742,0.767,2,0.0854,-5.796,0.03,76.353,0.731
47,156640,0.779,0.585,0.712,0.125,7,0.491,-8.59,0.0806,82.013,0.807
55,244840,0.159,0.49,0.463,0.0771,9,0.117,-8.455,0.0326,125.989,0.409
61,211680,0.0187,0.595,0.985,0.000297,9,0.0666,-4.337,0.0885,128.006,0.462
4,244641,0.233,0.533,0.291,0.204,7,0.0894,-11.5,0.036,120.74,0.198
48,176360,0.0148,0.746,0.539,0,6,0.119,-6.412,0.0724,133.915,0.345
66,346280,0.132,0.522,0.85,0.0338,7,0.295,-4.769,0.0361,124.216,0.71
54,208848,0.967,0.137,0.593,0.907,4,0.166,-11.807,0.0427,82.74,0.266
83,287040,0.236,0.802,0.463,0.00531,8,0.105,-8.379,0.162,103.961,0.291
28,165466,0.117,0.546,0.927,0,4,0.103,-3.075,0.239,119.642,0.917
47,198948,0.145,0.741,0.555,0.000172,0,0.183,-8.087,0.044,119.971,0.447
72,211676,0.00553,0.922,0.516,0,2,0.0392,-5.967,0.298,139.02,0.645
62,195822,0.991,0.63,0.0806,0.952,0,0.119,-19.948,0.0644,77.056,0.254
54,136426,0.0389,0.531,0.849,0.00763,9,0.186,-10.754,0.111,119.516,0.305
55,232213,0.0864,0.729,0.783,2.08E-06,7,0.0632,-6.287,0.0365,128.004,0.78
35,212986,0.00692,0.564,0.846,0.00175,4,0.0452,-5.897,0.0437,122.035,0.696
60,290767,0.32,0.714,0.57,0.48,8,0.273,-6.287,0.0233,95.015,0.379
94,260000,0.0733,0.552,0.76,0,0,0.0865,-4.706,0.342,135.702,0.639
38,218950,0.0351,0.75,0.564,6.95E-05,9,0.112,-7.956,0.0462,96.969,0.264
57,149400,0.693,0.779,0.824,4.41E-06,2,0.0668,-5.232,0.0334,120.588,0.963
67,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0.447,79.697,0.0544
62,172138,0.0563,0.874,0.699,0,1,0.0956,-3.455,0.352,77.502,0.665
39,139733,0.91,0.528,0.121,0.00451,9,0.125,-21.213,0.0345,87.834,0.38
73,238560,0.578,0.457,0.573,3.05E-06,5,0.114,-3.866,0.0275,76.193,0.0992
64,205706,0.0196,0.643,0.961,0,0,0.948,-5.298,0.0315,124.027,0.96
52,219946,0.349,0.633,0.325,0,9,0.114,-9.05,0.0268,79.079,0.225
38,189334,0.0294,0.716,0.869,0,8,0.0454,-3.318,0.0694,113.027,0.768
1,301938,0.00194,0.465,0.988,0.11,9,0.335,-4.143,0.271,140.15,0.254
55,208688,0.00405,0.585,0.975,0,4,0.571,-3.891,0.0575,112.506,0.298
48,213086,2.28E-05,0.507,0.99,0,0,0.347,-3.517,0.121,135.053,0.28
58,217213,0.256,0.672,0.717,2.39E-06,1,0.0904,-4.242,0.0437,88.02,0.962
59,243898,0.614,0.387,0.174,0,2,0.12,-14.765,0.0323,161.304,0.213
36,243252,0.466,0.813,0.593,0,1,0.185,-8.604,0.176,74.982,0.626
12,266986,0.0422,0.464,0.893,0,0,0.0531,-3.922,0.201,155.736,0.574
54,206853,0.0495,0.677,0.884,0,7,0.436,-8.725,0.0721,149.912,0.93
37,230013,0.317,0.588,0.641,0,6,0.124,-6.973,0.146,120.056,0.414
63,144500,0.994,0.134,0.00458,0.923,8,0.092,-33.929,0.0464,175.166,0.0863
68,114461,0.993,0.678,0.0777,0.928,9,0.098,-21.987,0.0598,130.033,0.192
90,190295,0.269,0.601,0.775,0,0,0.0883,-4.612,0.0473,119.964,0.483
6,187653,0.843,0.487,0.408,0,8,0.105,-9.655,0.0436,78.826,0.351
53,299146,0.3,0.697,0.503,0.000107,11,0.118,-9.147,0.0429,145.093,0.951
39,219480,0.655,0.78,0.654,0,5,0.128,-7.104,0.154,140.058,0.528
62,190840,0.0267,0.524,0.802,3.83E-06,0,0.224,-5.13,0.0432,121.35,0.712
48,317573,0.515,0.709,0.783,0.000123,2,0.0973,-6.669,0.0371,94.001,0.733
48,247626,0.529,0.572,0.261,1.13E-06,2,0.145,-12.83,0.025,78.094,0.0669
74,178266,0.000618,0.574,0.911,0,9,0.0769,-5.176,0.0715,98.075,0.573
6,201960,0.00364,0.656,0.927,0.00328,4,0.155,-3.396,0.0821,130.898,0.616
68,196018,0.265,0.784,0.437,6.98E-05,5,0.126,-7.868,0.0509,90.003,0.47
47,229933,0.162,0.284,0.446,0.0749,8,0.166,-11.035,0.0341,117.387,0.148
78,193511,0.197,0.633,0.592,0,0,0.099,-7.245,0.112,90.066,0.679
81,170958,0.0263,0.854,0.817,0,1,0.169,-3.833,0.101,145.976,0.704
57,233717,0.0438,0.902,0.845,0,11,0.0867,-2.695,0.0644,112.005,0.625
47,206513,0.848,0.56,0.433,0.264,9,0.0481,-13.883,0.0364,140.008,0.257
79,285653,0.023,0.546,0.814,0,7,0.0972,-5.146,0.0314,104.98,0.146
75,148125,0.00116,0.601,0.99,0.52,6,0.124,-3.016,0.337,127.958,0.192
33,151320,0.969,0.555,0.332,0.031,0,0.161,-9.979,0.0339,128.417,0.655
81,151400,0.222,0.826,0.815,6.96E-05,9,0.0964,-4.773,0.0875,163.073,0.68
